premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Michael's card is shown to Gertrude. Jesus's card is shown to Michael. Michael's card is shown to Michael. Jesus's card is shown to Cindy. Gertrude's card is shown to Cindy. It is publicly announced that someone picked a red card. It is publicly announced that Gertrude knows whether or not everyone picked a red card. It is publicly announced that Jesus picked a black card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1&2&3&4)) ] [ ! ~(1) ] (Agentc knows whether (1|2|3|4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1&2&3&4)) ] [ ! ~(1) ] 0",Michael can now know whether someone picked a red card.,explicit,0,4,entailment,['Jesus' 'Gertrude' 'Michael' 'Cindy'],29332,explicit-1,1,0.9997805953,0.0002194047
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Stella's forehead is not muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(1) ] Agenta knows whether (Agentb knows that (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(1) ] 0",Stella can now know whether Gary can know that someone's forehead is muddy.,forehead,1,3,entailment,['Stella' 'Gary' 'Emma'],47101,forehead-1,1,0.9997841716,0.0002158284
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Ursula's forehead is not muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(3) ] Agentb knows whether (Agenta knows whether 1)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(3) ] 0",Michael can now know whether Darlene can know whether Darlene's forehead is muddy.,forehead,1,3,not_entailment,['Darlene' 'Michael' 'Ursula'],51529,forehead-0,0,0.743899405,0.256100595
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Riley does not know whether or not everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether (1&2&3)) ] Agenta knows whether (Agentc knows whether (~(1|2|3)))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether (1&2&3)) ] 0",Riley can now know whether Luz can know whether or not nobody is thirsty.,internal,1,3,entailment,['Riley' 'Arthur' 'Luz'],18092,internal-1,1,0.999704659,0.000295341
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Stephanie does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] (Agentd knows that (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] 0",Stephanie can now know that nobody's forehead is muddy.,forehead,0,4,not_entailment,['Christopher' 'Lenore' 'Terry' 'Stephanie'],57477,forehead-0,0,0.9978314042,0.0021685958
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Lynn knows whether someone's forehead is muddy. It is publicly announced that Lynn's forehead is not muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether (1|2|3)) ] [ ! ~(1) ] Agentc knows that (Agentb knows that (1&2&3))",2,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether (1|2|3)) ] [ ! ~(1) ] 0",Mark can now know that Jayson can know that everyone's forehead is muddy.,forehead,1,3,not_entailment,['Lynn' 'Jayson' 'Mark'],45397,forehead-0,0,0.9976517558,0.0023482442
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that not everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (~(1&2&3)) ] (Agenta knows that 3)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (~(1&2&3)) ] 0",James can now know that Clifford is thirsty.,internal,0,3,not_entailment,['James' 'Jason' 'Clifford'],65842,internal-0,0,0.9971388578,0.0028611422
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that John's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] Agentc knows whether (Agentd knows whether 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] 0",John can now know whether Kristen can know whether Justin's forehead is muddy.,forehead_mirror,1,4,entailment,['Justin' 'Constance' 'John' 'Kristen'],23289,forehead_mirror-1,1,0.9997029901,0.0002970099
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Darcy's forehead is not muddy. It is publicly announced that someone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(1) ] [ ! (1|2) ] (Agenta knows that (1|2))",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(1) ] [ ! (1|2) ] 0",Darcy can now know that someone's forehead is muddy.,forehead,0,2,entailment,['Darcy' 'Marcus'],3574,forehead-1,1,0.9997801185,0.0002198815
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Jose does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether (1&2&3&4)) ] Agentb knows whether (Agenta knows that 3)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether (1&2&3&4)) ] 0",Jerry can now know whether Jose can know that Jonathan's forehead is muddy.,forehead,1,4,entailment,['Jose' 'Jerry' 'Jonathan' 'Ralph'],50903,forehead-1,1,0.9943957329,0.0056042671
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Daniel knows whether Maria's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether 2) ] Agentb knows that (Agenta knows whether (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether 2) ] 0",Maria can now know that Daniel can know whether someone's forehead is muddy.,forehead_mirror,1,3,entailment,['Daniel' 'Maria' 'Kevin'],31038,forehead_mirror-1,1,0.9997636676,0.0002363324
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Beverly is thirsty. It is publicly announced that Beverly does not know whether or not everyone is thirsty. It is publicly announced that Beverly does not know whether or not everyone is thirsty. It is publicly announced that Barry does not know whether or not everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 2 ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentc knows whether (1&2&3)) ] (Agenta knows that 1)",4,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 2 ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentc knows whether (1&2&3)) ] 0",Brian can now know that Brian is thirsty.,internal,0,3,not_entailment,['Brian' 'Beverly' 'Barry'],64501,internal-0,1,0.8979053497,1.8979053497
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] (Agentb knows that 1)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] 0",Cindy can now know that Penny's forehead is muddy.,forehead_mirror,0,3,not_entailment,['Penny' 'Cindy' 'Belinda'],19312,forehead_mirror-0,0,0.998382926,0.001617074
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Benjamin's card is shown to John. Jennifer's card is shown to John. Jennifer's card is shown to Benjamin. John's card is shown to Jennifer. It is publicly announced that someone picked a red card. It is publicly announced that John picked a red card. It is publicly announced that Jennifer does not know whether or not everyone picked a red card. It is publicly announced that Jennifer does not know whether Benjamin picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] [ ! 1 ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentc knows whether 2) ] Agentb knows that (Agenta knows that 3)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] [ ! 1 ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentc knows whether 2) ] 0",Benjamin can now know that John can know that Jennifer picked a red card.,explicit,1,3,not_entailment,['John' 'Benjamin' 'Jennifer'],11520,explicit-0,1,0.6917074323,1.6917074323
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Charles does not know whether Charles's forehead is muddy. It is publicly announced that Carla knows whether or not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether 3) ] [ ! (Agenta knows whether (1&2&3)) ] (Agentc knows that 1)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether 3) ] [ ! (Agenta knows whether (1&2&3)) ] 0",Charles can now know that Carla's forehead is muddy.,forehead,0,3,not_entailment,['Carla' 'Irma' 'Charles'],63318,forehead-0,0,0.803881526,0.196118474
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Nancy does not know whether Sanjuanita is thirsty. It is publicly announced that Dorothy is thirsty. It is publicly announced that Sanjuanita knows whether or not nobody is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether 3) ] [ ! 2 ] [ ! (Agentc knows whether (~(1|2|3))) ] Agentb knows that (Agenta knows whether (~(1|2|3)))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether 3) ] [ ! 2 ] [ ! (Agentc knows whether (~(1|2|3))) ] 0",Dorothy can now know that Nancy can know whether or not nobody is thirsty.,internal,1,3,entailment,['Nancy' 'Dorothy' 'Sanjuanita'],9754,internal-1,1,0.9997115731,0.0002884269
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Jerrell knows whether Jerrell's forehead is muddy. It is publicly announced that Lottie knows whether Jerrell's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 2) ] [ ! (Agenta knows whether 2) ] Agentb knows that (Agenta knows that (~(1|2|3|4)))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 2) ] [ ! (Agenta knows whether 2) ] 0",Jerrell can now know that Lottie can know that nobody's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Lottie' 'Jerrell' 'Stasia' 'Ruth'],41127,forehead_mirror-0,0,0.998331368,0.001668632
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Raymond is not thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(1) ] Agentd knows whether (Agenta knows whether (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(1) ] 0",Alana can now know whether Raymond can know whether or not everyone is thirsty.,internal,1,4,entailment,['Raymond' 'Deidra' 'Johnnie' 'Alana'],39240,internal-1,1,0.5420043468,0.4579956532
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Nicholas does not know whether Nicholas's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 3) ] [ ! (~(1&2&3&4)) ] (Agentc knows that 4)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 3) ] [ ! (~(1&2&3&4)) ] 0",Nicholas can now know that Robert's forehead is muddy.,forehead,0,4,not_entailment,['Ricky' 'Kathleen' 'Nicholas' 'Robert'],15254,forehead-0,0,0.9924082756,0.0075917244
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Regina does not know whether Robert is thirsty. It is publicly announced that Robert does not know whether Regina is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 3) ] [ ! ~(Agentc knows whether 2) ] Agentc knows that (Agentb knows that 1)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 3) ] [ ! ~(Agentc knows whether 2) ] 0",Robert can now know that Regina can know that Melissa is thirsty.,internal,1,4,not_entailment,['Melissa' 'Regina' 'Robert' 'Mark'],16201,internal-0,0,0.9953169823,0.0046830177
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Harold's forehead is not muddy. It is publicly announced that Josephine knows whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(3) ] [ ! (Agenta knows whether (1&2&3&4)) ] Agenta knows that (Agentd knows that (1&2&3&4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(3) ] [ ! (Agenta knows whether (1&2&3&4)) ] 0",Josephine can now know that Jennifer can know that everyone's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Josephine' 'Lillian' 'Harold' 'Jennifer'],28729,forehead_mirror-0,0,0.9978458881,0.0021541119
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). James's card is shown to Fernando. Anthony's card is shown to James. Wanda's card is shown to James. Fernando's card is shown to Anthony. James's card is shown to Anthony. James's card is shown to Wanda. Anthony's card is shown to Wanda. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2 Agentb:3,4 Agentc:1,2 Agentd:2,3 VALID? [ ! (1|2|3|4) ] Agentc knows that (Agenta knows that 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2 Agentb:3,4 Agentc:1,2 Agentd:2,3 VALID? [ ! (1|2|3|4) ] 0",Anthony can now know that Fernando can know that Wanda picked a red card.,explicit,1,4,not_entailment,['Fernando' 'James' 'Anthony' 'Wanda'],42963,explicit-0,0,0.9978567958,0.0021432042
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that David does not know whether David's forehead is muddy. It is publicly announced that David does not know whether or not everyone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agenta knows whether 1) ] [ ! ~(Agenta knows whether (1&2)) ] (Agentb knows that (1&2))",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agenta knows whether 1) ] [ ! ~(Agenta knows whether (1&2)) ] 0",Edgar can now know that everyone's forehead is muddy.,forehead,0,2,not_entailment,['David' 'Edgar'],45148,forehead-0,0,0.9934421778,0.0065578222
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that someone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (1|2|3|4) ] Agentd knows whether (Agenta knows that 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (1|2|3|4) ] 0",Kelly can now know whether Melisa can know that Melisa is thirsty.,internal,1,4,not_entailment,['Melisa' 'Dorothy' 'Andrea' 'Kelly'],56751,internal-0,0,0.9479440451,0.0520559549
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Linda knows whether Samuel is thirsty. It is publicly announced that Linda knows whether Samuel is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 2) ] [ ! (Agenta knows whether 2) ] (Agenta knows whether 1)",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 2) ] [ ! (Agenta knows whether 2) ] 0",Linda can now know whether Linda is thirsty.,internal,0,2,entailment,['Linda' 'Samuel'],58999,internal-1,1,0.9990555644,0.0009444356
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Denise's card is shown to Allen. Debra's card is shown to Allen. Allen's card is shown to Denise. Denise's card is shown to Denise. Allen's card is shown to Debra. Denise's card is shown to Debra. It is publicly announced that someone picked a red card. It is publicly announced that Allen picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2,4 Agentb:1,2 Agentc:1,2 VALID? [ ! (1|2|3|4) ] [ ! 1 ] Agenta knows that (Agentc knows that 3)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,4 Agentb:1,2 Agentc:1,2 VALID? [ ! (1|2|3|4) ] [ ! 1 ] 0",Allen can now know that Trudy can know that Trudy picked a red card.,explicit,1,4,not_entailment,['Allen' 'Denise' 'Trudy' 'Debra'],56895,explicit-0,0,0.9264578819,0.0735421181
